DDATE,custitem_producttybe,URL,varieties,combined,totasecs,category,USerID,previousPage
2016-04-21 00:04:53.274,Red-Wine,,,Red-Wine,52,type,72,Red-Wine
2016-04-21 00:05:47.945,Red-Wine,,,Red-Wine,54,type,72,Red-Wine
2016-04-21 00:06:53.044,Red-Wine,,,Red-Wine,66,type,72,Red-Wine
2016-04-21 00:07:55.695,Red-Wine,,,Red-Wine,62,type,72,Red-Wine
2016-04-21 00:09:33.217,Red-Wine,,,Red-Wine,98,type,72,Red-Wine
2016-04-21 00:10:37.835,Red-Wine,,,Red-Wine,64,type,72,Red-Wine
2016-04-21 00:11:01.765,White-Wine,,,White-Wine,59,type,15,
2016-04-21 00:11:20.739,Sparkling-and-Champagne,,,Sparkling-and-Champagne,19,type,15,White-Wine
2016-04-21 00:13:00.399,Mixed-Red-and-White,,,Mixed-Red-and-White,16,type,15,Sparkling-and-Champagne
2016-04-21 00:16:01.881,,Big-House-Red-Mixed-Case-14-Bottles,,Big-House-Red-Mixed-Case-14-Bottles,181,wine,15,Mixed-Red-and-White
2016-04-21 00:16:02.356,,,Mixed-Red,Mixed-Red,1,variety,15,Big-House-Red-Mixed-Case-14-Bottles
2016-04-21 00:19:44.825,,Entertaining-Collection-15-Bottles,,Entertaining-Collection-15-Bottles,222,wine,15,Mixed-Red
2016-04-21 00:19:45.456,,,Mixed-Red-and-White,Mixed-Red-and-White,1,variety,15,Entertaining-Collection-15-Bottles
2016-04-21 00:21:02.607,,,Mixed-case-%2B-spirits,Mixed-case-%2B-spirits,77,variety,15,Mixed-Red-and-White
2016-04-21 00:24:05.364,Mixed-Red-and-White,,,Mixed-Red-and-White,183,type,15,Mixed-case-%2B-spirits
2016-04-21 00:25:05.967,Mixed-Red-and-White,,,Mixed-Red-and-White,60,type,15,Mixed-Red-and-White
2016-04-21 00:28:03.801,White-Wine,,,White-Wine,178,type,15,Mixed-Red-and-White
2016-04-21 00:33:59.761,White-Wine,,,White-Wine,356,type,15,White-Wine
2016-04-21 00:35:02.769,White-Wine,,,White-Wine,63,type,15,White-Wine
2016-04-21 00:35:57.069,White-Wine,,,White-Wine,55,type,15,White-Wine
2016-04-21 00:38:43.813,,Summer-Entertainers-Mix-12,,Summer-Entertainers-Mix-12,166,wine,15,White-Wine
2016-04-21 00:38:44.202,,,Mixed-Case-and-Beer,Mixed-Case-and-Beer,1,variety,15,Summer-Entertainers-Mix-12
2016-04-21 00:38:21.626,Mixed-Red-and-White,,,Mixed-Red-and-White,,type,110,
2016-04-21 00:39:51.381,Mixed-Red-and-White,,,Mixed-Red-and-White,90,type,110,Mixed-Red-and-White
2016-04-21 00:40:04.994,Mixed-Red-and-White,,,Mixed-Red-and-White,13,type,110,Mixed-Red-and-White
2016-04-21 00:40:19.161,Mixed-Red-and-White,,,Mixed-Red-and-White,15,type,110,Mixed-Red-and-White
2016-04-21 00:07:30.841,Red-Wine,,,Red-Wine,,type,99,
2016-04-21 00:08:00.877,Red-Wine,,,Red-Wine,30,type,99,Red-Wine
2016-04-21 00:08:20.674,Red-Wine,,,Red-Wine,20,type,99,Red-Wine
2016-04-21 00:09:00.538,,You-Me-And-The-Gatepost-Shiraz-2013-12-Bottles,,You-Me-And-The-Gatepost-Shiraz-2013-12-Bottles,40,wine,99,Red-Wine
2016-04-21 00:09:00.913,,,Shiraz,Shiraz,0,variety,99,You-Me-And-The-Gatepost-Shiraz-2013-12-Bottles
2016-04-21 00:45:40.3,,Mixed-Red-Party-Case-12-Bottles,,Mixed-Red-Party-Case-12-Bottles,92,wine,58,
2016-04-21 00:45:40.877,,,Mixed-Red,Mixed-Red,0,variety,58,Mixed-Red-Party-Case-12-Bottles
2016-04-21 00:47:48.208,,,Mixed-Red,Mixed-Red,13,variety,58,Mixed-Red
2016-04-21 00:45:46.633,,Bloombury-Tale-Semillon-Sauvignon-Blanc-2015-12-Bottles,,Bloombury-Tale-Semillon-Sauvignon-Blanc-2015-12-Bottles,,wine,67,
2016-04-21 00:45:47.098,,,Semillon-Sauvignon-Blanc,Semillon-Sauvignon-Blanc,1,variety,67,Bloombury-Tale-Semillon-Sauvignon-Blanc-2015-12-Bottles
2016-04-21 00:47:22.567,White-Wine,,,White-Wine,95,type,67,Semillon-Sauvignon-Blanc
2016-04-21 00:48:12.51,,Sauv-Blanc-and-White-Blends-Value-Mix-14-Bottles,,Sauv-Blanc-and-White-Blends-Value-Mix-14-Bottles,50,wine,67,White-Wine
2016-04-21 00:48:12.968,,,Mixed-White,Mixed-White,0,variety,67,Sauv-Blanc-and-White-Blends-Value-Mix-14-Bottles
2016-04-21 00:50:29.778,,,Mixed-Red,Mixed-Red,137,variety,67,Mixed-White
2016-04-21 00:52:19.837,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,110,wine,67,Mixed-Red
2016-04-21 00:52:20.277,,,Mixed-Red,Mixed-Red,1,variety,67,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles
2016-04-21 00:45:00.622,White-Wine,,,White-Wine,8,type,68,
2016-04-21 00:45:19.555,Sparkling-and-Champagne,,,Sparkling-and-Champagne,19,type,68,White-Wine
2016-04-21 00:45:49.63,Sparkling-and-Champagne,,,Sparkling-and-Champagne,30,type,68,Sparkling-and-Champagne
2016-04-21 00:46:28.76,,Yellowglen-Bella-Sparkling-2013-Gift-Pack-6-bottles,,Yellowglen-Bella-Sparkling-2013-Gift-Pack-6-bottles,39,wine,68,Sparkling-and-Champagne
2016-04-21 00:46:29.241,,,Sparkling-varieties,Sparkling-varieties,1,variety,68,Yellowglen-Bella-Sparkling-2013-Gift-Pack-6-bottles
2016-04-21 00:47:14.049,Mixed-Red-and-White,,,Mixed-Red-and-White,45,type,68,Sparkling-varieties
2016-04-21 00:49:19.263,,Everyones-Entertaining-Mixed-Dozen,,Everyones-Entertaining-Mixed-Dozen,125,wine,68,Mixed-Red-and-White
2016-04-21 00:49:19.736,,,Mixed-Case-and-Sparkling,Mixed-Case-and-Sparkling,0,variety,68,Everyones-Entertaining-Mixed-Dozen
2016-04-21 00:00:06.737,Red-Wine,,,Red-Wine,,type,85,
2016-04-21 00:01:42.273,Red-Wine,,,Red-Wine,96,type,85,Red-Wine
2016-04-21 00:02:33.497,Red-Wine,,,Red-Wine,51,type,85,Red-Wine
2016-04-21 00:03:12.456,Red-Wine,,,Red-Wine,39,type,85,Red-Wine
2016-04-21 00:03:46.962,Red-Wine,,,Red-Wine,34,type,85,Red-Wine
2016-04-21 00:04:32.174,Red-Wine,,,Red-Wine,46,type,85,Red-Wine
2016-04-21 00:26:48.086,White-Wine,,,White-Wine,0,type,111,
2016-04-21 00:27:00.623,White-Wine,,,White-Wine,12,type,111,White-Wine
2016-04-21 00:35:30.677,,Creswell-Clare-Valley-Shiraz-2014-12-Bottles,,Creswell-Clare-Valley-Shiraz-2014-12-Bottles,,wine,41,
2016-04-21 00:35:33.962,,,Shiraz,Shiraz,3,variety,41,Creswell-Clare-Valley-Shiraz-2014-12-Bottles
2016-04-21 00:39:32.956,,Secret-95-Pt-McLaren-Vale-GSM-2013-12-Bottles,,Secret-95-Pt-McLaren-Vale-GSM-2013-12-Bottles,15,wine,41,Shiraz
2016-04-21 00:39:33.463,,,Grenache-Shiraz-Mourvedre,Grenache-Shiraz-Mourvedre,1,variety,41,Secret-95-Pt-McLaren-Vale-GSM-2013-12-Bottles
2016-04-21 00:40:16.105,,Poulter-Pawlyk-McLaren-Vale-GSM-2013-12-Bottles,,Poulter-Pawlyk-McLaren-Vale-GSM-2013-12-Bottles,9,wine,41,Grenache-Shiraz-Mourvedre
2016-04-21 00:40:16.608,,,Grenache-Shiraz-Mataro,Grenache-Shiraz-Mataro,0,variety,41,Poulter-Pawlyk-McLaren-Vale-GSM-2013-12-Bottles
2016-04-21 00:40:16.772,,Hardys-Tintara-GSM-2013-6-Bottles,,Hardys-Tintara-GSM-2013-6-Bottles,0,wine,41,Grenache-Shiraz-Mataro
2016-04-21 00:40:17.315,,,Grenache-Shiraz-Mataro,Grenache-Shiraz-Mataro,1,variety,41,Hardys-Tintara-GSM-2013-6-Bottles
2016-04-21 00:43:55.963,,Byron-Harold-Tandem-WA-Cabernet-Merlot-2013-12-Bottles,,Byron-Harold-Tandem-WA-Cabernet-Merlot-2013-12-Bottles,218,wine,41,Grenache-Shiraz-Mataro
2016-04-21 00:43:56.409,,,Cabernet-Merlot,Cabernet-Merlot,1,variety,41,Byron-Harold-Tandem-WA-Cabernet-Merlot-2013-12-Bottles
2016-04-21 00:09:56.977,,Pure-Pinot-Noirs-12-Bottles,,Pure-Pinot-Noirs-12-Bottles,57,wine,52,
2016-04-21 00:09:57.398,,,Pinot-Noir,Pinot-Noir,1,variety,52,Pure-Pinot-Noirs-12-Bottles
2016-04-21 00:02:59.198,Red-Wine,,,Red-Wine,2,type,80,
2016-04-21 00:03:10.938,Red-Wine,,,Red-Wine,11,type,80,Red-Wine
2016-04-21 00:03:18.772,Red-Wine,,,Red-Wine,8,type,80,Red-Wine
2016-04-21 00:03:29.855,Red-Wine,,,Red-Wine,11,type,80,Red-Wine
2016-04-21 00:03:39.355,Red-Wine,,,Red-Wine,10,type,80,Red-Wine
2016-04-21 00:03:47.148,Red-Wine,,,Red-Wine,8,type,80,Red-Wine
2016-04-21 00:07:58.66,,,Chardonnay,Chardonnay,,variety,25,
2016-04-21 00:07:59.139,,,Chardonnay,Chardonnay,1,variety,25,Chardonnay
2016-04-21 00:07:59.931,,,Chardonnay,Chardonnay,0,variety,25,Chardonnay
2016-04-21 00:07:59.942,,,Chardonnay,Chardonnay,0,variety,25,Chardonnay
2016-04-21 00:08:14.635,Mixed-Red-and-White,,,Mixed-Red-and-White,0,type,25,Chardonnay
2016-04-21 00:08:26.259,Red-Wine,,,Red-Wine,0,type,25,Mixed-Red-and-White
2016-04-21 00:08:29.597,,,Chardonnay,Chardonnay,3,variety,25,Red-Wine
2016-04-21 00:08:42.151,,,Chardonnay,Chardonnay,13,variety,25,Chardonnay
2016-04-21 00:08:46.367,,,Chardonnay,Chardonnay,4,variety,25,Chardonnay
2016-04-21 00:08:49.475,,,Chardonnay,Chardonnay,3,variety,25,Chardonnay
2016-04-21 00:34:22.276,Red-Wine,,,Red-Wine,,type,59,
2016-04-21 00:35:01.496,Red-Wine,,,Red-Wine,39,type,59,Red-Wine
2016-04-21 00:35:35.303,Red-Wine,,,Red-Wine,34,type,59,Red-Wine
2016-04-21 00:36:08.888,Red-Wine,,,Red-Wine,33,type,59,Red-Wine
2016-04-21 00:36:52.775,Red-Wine,,,Red-Wine,44,type,59,Red-Wine
2016-04-21 00:37:24.344,Red-Wine,,,Red-Wine,32,type,59,Red-Wine
2016-04-21 00:37:52.165,Red-Wine,,,Red-Wine,28,type,59,Red-Wine
2016-04-21 00:38:28.011,Red-Wine,,,Red-Wine,36,type,59,Red-Wine
2016-04-21 00:40:07.341,Red-Wine,,,Red-Wine,99,type,59,Red-Wine
2016-04-21 00:40:52.701,Red-Wine,,,Red-Wine,45,type,59,Red-Wine
2016-04-21 00:01:10.542,White-Wine,,,White-Wine,,type,69,
2016-04-21 00:01:17.714,White-Wine,,Sauvignon-Blanc,White-WineSauvignon-Blanc,7,type,69,White-Wine
2016-04-21 00:01:29.744,White-Wine,,Sauvignon-Blanc,White-WineSauvignon-Blanc,12,type,69,White-WineSauvignon-Blanc
2016-04-21 00:02:03.004,White-Wine,,Sauvignon-Blanc,White-WineSauvignon-Blanc,34,type,69,White-WineSauvignon-Blanc
2016-04-21 00:02:22.886,White-Wine,,Sauvignon-Blanc,White-WineSauvignon-Blanc,19,type,69,White-WineSauvignon-Blanc
2016-04-21 00:03:36.64,,,Sauvignon-Blanc,Sauvignon-Blanc,0,variety,69,White-WineSauvignon-Blanc
2016-04-21 00:40:37.98,,Trident-SEA-Shiraz-2015-12-Bottles,,Trident-SEA-Shiraz-2015-12-Bottles,,wine,112,
2016-04-21 00:40:38.665,,,Shiraz,Shiraz,1,variety,112,Trident-SEA-Shiraz-2015-12-Bottles
2016-04-21 00:41:34.489,,14-For-79-Shiraz-and-Mates-Mix-14-Bottles,,14-For-79-Shiraz-and-Mates-Mix-14-Bottles,56,wine,112,Shiraz
2016-04-21 00:41:35.04,,,Mixed-Red,Mixed-Red,1,variety,112,14-For-79-Shiraz-and-Mates-Mix-14-Bottles
2016-04-21 00:25:23.791,Red-Wine,,,Red-Wine,,type,114,
2016-04-21 00:25:32.94,Red-Wine,,,Red-Wine,9,type,114,Red-Wine
2016-04-21 00:26:09.975,Red-Wine,,,Red-Wine,37,type,114,Red-Wine
2016-04-21 00:26:16.712,Red-Wine,,,Red-Wine,7,type,114,Red-Wine
2016-04-21 00:44:38.822,,,Mixed-Red,Mixed-Red,100,variety,33,
2016-04-21 00:45:12.593,,Red-Wine-and-Beer-Mix-18-bottle,,Red-Wine-and-Beer-Mix-18-bottle,34,wine,33,Mixed-Red
2016-04-21 00:45:12.995,,,Mixed-Case-and-Beer,Mixed-Case-and-Beer,0,variety,33,Red-Wine-and-Beer-Mix-18-bottle
2016-04-21 00:45:13.332,Mixed-Red-and-White,,,Mixed-Red-and-White,1,type,33,Mixed-Case-and-Beer
2016-04-21 00:45:57.84,,Big-House-Red-Mixed-Case-14-Bottles,,Big-House-Red-Mixed-Case-14-Bottles,44,wine,33,Mixed-Red-and-White
2016-04-21 00:45:58.263,,,Mixed-Red,Mixed-Red,1,variety,33,Big-House-Red-Mixed-Case-14-Bottles
2016-04-21 00:48:47.538,Sparkling-and-Champagne,,,Sparkling-and-Champagne,43,type,33,Mixed-Red
2016-04-21 00:51:35.627,Sparkling-and-Champagne,,,Sparkling-and-Champagne,168,type,33,Sparkling-and-Champagne
2016-04-21 00:52:01.421,Sparkling-and-Champagne,,,Sparkling-and-Champagne,26,type,33,Sparkling-and-Champagne
2016-04-21 00:29:42.622,Red-Wine,,,Red-Wine,5,type,22,
2016-04-21 00:29:53.722,Red-Wine,,,Red-Wine,11,type,22,Red-Wine
2016-04-21 00:30:05.049,Red-Wine,,,Red-Wine,12,type,22,Red-Wine
2016-04-21 00:30:17.767,Red-Wine,,,Red-Wine,12,type,22,Red-Wine
2016-04-21 00:30:28.064,Red-Wine,,,Red-Wine,11,type,22,Red-Wine
2016-04-21 00:31:55.631,Red-Wine,,,Red-Wine,87,type,22,Red-Wine
2016-04-21 00:32:07.651,Red-Wine,,,Red-Wine,12,type,22,Red-Wine
2016-04-21 00:32:22.173,Red-Wine,,,Red-Wine,15,type,22,Red-Wine
2016-04-21 00:32:38.039,Red-Wine,,,Red-Wine,16,type,22,Red-Wine
2016-04-21 00:32:59.449,Red-Wine,,,Red-Wine,21,type,22,Red-Wine
2016-04-21 00:33:47.662,Red-Wine,,,Red-Wine,48,type,22,Red-Wine
2016-04-21 00:14:07.183,,,Shiraz,Shiraz,,variety,74,
2016-04-21 00:27:28.536,,Peter-Lehmann-Back-to-Back-Barossa-Shiraz-2013-Doz,,Peter-Lehmann-Back-to-Back-Barossa-Shiraz-2013-Doz,2,wine,74,Shiraz
2016-04-21 00:27:28.873,,,Shiraz,Shiraz,0,variety,74,Peter-Lehmann-Back-to-Back-Barossa-Shiraz-2013-Doz
2016-04-21 00:45:07.076,White-Wine,,Semillon-Sauvignon-Blanc,White-WineSemillon-Sauvignon-Blanc,1059,type,74,Shiraz
2016-04-21 00:45:18.988,,,Cabernet-Sauvignon,Cabernet-Sauvignon,11,variety,74,White-WineSemillon-Sauvignon-Blanc
2016-04-21 00:08:42.107,Red-Wine,,Tempranillo,Red-WineTempranillo,,type,53,
2016-04-21 00:10:14.202,Red-Wine,,Cabernet-Sauvignon,Red-WineCabernet-Sauvignon,92,type,53,Red-WineTempranillo
2016-04-21 00:10:49.43,Red-Wine,,Cabernet-Sauvignon,Red-WineCabernet-Sauvignon,35,type,53,Red-WineCabernet-Sauvignon
2016-04-21 00:11:36.757,Red-Wine,,Shiraz-Cabernet-Sauvignon,Red-WineShiraz-Cabernet-Sauvignon,47,type,53,Red-WineCabernet-Sauvignon
2016-04-21 00:11:51.432,Red-Wine,,Bordeaux-Blend,Red-WineBordeaux-Blend,15,type,53,Red-WineShiraz-Cabernet-Sauvignon
2016-04-21 00:12:38.683,Red-Wine,,Shiraz-Cabernet,Red-WineShiraz-Cabernet,47,type,53,Red-WineBordeaux-Blend
2016-04-21 00:13:06.974,Red-Wine,,Shiraz-Cabernet-Sauvignon,Red-WineShiraz-Cabernet-Sauvignon,28,type,53,Red-WineShiraz-Cabernet
2016-04-21 00:13:25.629,Red-Wine,,Shiraz-Mataro,Red-WineShiraz-Mataro,19,type,53,Red-WineShiraz-Cabernet-Sauvignon
2016-04-21 00:13:36.006,Red-Wine,,Cabernet-Sauvignon,Red-WineCabernet-Sauvignon,11,type,53,Red-WineShiraz-Mataro
2016-04-21 00:13:46.972,,Dandelion-Pride-of-the-Fleurieu-Cabernet-2013-12-Bottles,,Dandelion-Pride-of-the-Fleurieu-Cabernet-2013-12-Bottles,10,wine,53,Red-WineCabernet-Sauvignon
2016-04-21 00:13:47.318,,,Cabernet-Sauvignon,Cabernet-Sauvignon,1,variety,53,Dandelion-Pride-of-the-Fleurieu-Cabernet-2013-12-Bottles
2016-04-21 00:44:32.594,Red-Wine,,,Red-Wine,28,type,45,
2016-04-21 00:45:13.925,,Biscay-Road-McLarenVale-Shiraz-2014-12-Bottles,,Biscay-Road-McLarenVale-Shiraz-2014-12-Bottles,9,wine,45,Red-Wine
2016-04-21 00:45:14.988,,,Shiraz,Shiraz,1,variety,45,Biscay-Road-McLarenVale-Shiraz-2014-12-Bottles
2016-04-21 00:47:25.267,Red-Wine,,,Red-Wine,131,type,45,Shiraz
2016-04-21 00:47:50.281,Red-Wine,,,Red-Wine,25,type,45,Red-Wine
2016-04-21 00:48:14.912,Red-Wine,,,Red-Wine,24,type,45,Red-Wine
2016-04-21 00:52:46.721,,Grant-Burge-Batch-27-Cab-Shiraz-2013-12-Bottles,,Grant-Burge-Batch-27-Cab-Shiraz-2013-12-Bottles,272,wine,45,Red-Wine
2016-04-21 00:52:47.232,,,Cabernet-Shiraz,Cabernet-Shiraz,1,variety,45,Grant-Burge-Batch-27-Cab-Shiraz-2013-12-Bottles
2016-04-21 00:22:11.278,,,Pinot-Grigio,Pinot-Grigio,28,variety,7,
2016-04-21 00:22:32.853,,,Pinot-Gris,Pinot-Gris,21,variety,7,Pinot-Grigio
2016-04-21 00:22:51.994,,,Pinot-Gris-SLASH-Pinot-Grigio,Pinot-Gris-SLASH-Pinot-Grigio,19,variety,7,Pinot-Gris
2016-04-21 00:19:10.826,White-Wine,,Sauvignon-Blanc,White-WineSauvignon-Blanc,,type,60,
2016-04-21 00:19:24.177,White-Wine,,Sauvignon-Blanc,White-WineSauvignon-Blanc,14,type,60,White-WineSauvignon-Blanc
2016-04-21 00:20:06.637,Red-Wine,,,Red-Wine,42,type,60,White-WineSauvignon-Blanc
2016-04-21 00:20:15.406,Red-Wine,,Shiraz,Red-WineShiraz,9,type,60,Red-Wine
2016-04-21 00:20:41.78,Red-Wine,,Shiraz,Red-WineShiraz,26,type,60,Red-WineShiraz
2016-04-21 00:21:03.49,Red-Wine,,Shiraz,Red-WineShiraz,22,type,60,Red-WineShiraz
2016-04-21 00:21:32.137,Red-Wine,,Shiraz,Red-WineShiraz,29,type,60,Red-WineShiraz
2016-04-21 00:21:54.501,Red-Wine,,Shiraz,Red-WineShiraz,22,type,60,Red-WineShiraz
2016-04-21 00:22:21.448,Red-Wine,,Merlot,Red-WineMerlot,27,type,60,Red-WineShiraz
2016-04-21 00:22:38.43,Red-Wine,,Merlot,Red-WineMerlot,17,type,60,Red-WineMerlot
2016-04-21 00:13:49.442,Red-Wine,,,Red-Wine,,type,1,
2016-04-21 00:16:00.769,,Mystery-Mt-Barker-Riesling-2012-12-Bottles,,Mystery-Mt-Barker-Riesling-2012-12-Bottles,16,wine,1,Red-Wine
2016-04-21 00:16:01.242,,,Riesling,Riesling,1,variety,1,Mystery-Mt-Barker-Riesling-2012-12-Bottles
2016-04-21 00:16:45.04,Red-Wine,,,Red-Wine,28,type,1,Riesling
2016-04-21 00:17:05.454,Red-Wine,,,Red-Wine,20,type,1,Red-Wine
2016-04-21 00:17:25.613,Red-Wine,,,Red-Wine,20,type,1,Red-Wine
2016-04-21 00:17:56.422,Red-Wine,,,Red-Wine,31,type,1,Red-Wine
2016-04-21 00:18:04.472,Red-Wine,,,Red-Wine,8,type,1,Red-Wine
2016-04-21 00:18:12.257,Red-Wine,,,Red-Wine,8,type,1,Red-Wine
2016-04-21 00:18:30.74,Red-Wine,,,Red-Wine,18,type,1,Red-Wine
2016-04-21 00:18:53.969,Red-Wine,,,Red-Wine,23,type,1,Red-Wine
2016-04-21 00:19:16.129,Red-Wine,,,Red-Wine,23,type,1,Red-Wine
2016-04-21 00:19:31.353,Red-Wine,,,Red-Wine,15,type,1,Red-Wine
2016-04-21 00:19:52.213,Red-Wine,,,Red-Wine,21,type,1,Red-Wine
2016-04-21 00:20:03.42,,Secret-91-Point-Blackwood-Valley-Shiraz-2013-12-Bottles,,Secret-91-Point-Blackwood-Valley-Shiraz-2013-12-Bottles,11,wine,1,Red-Wine
2016-04-21 00:20:03.968,,,Shiraz,Shiraz,0,variety,1,Secret-91-Point-Blackwood-Valley-Shiraz-2013-12-Bottles
2016-04-21 00:21:22.223,,Cross-Quay-Eden-Valley-Pinot-Gris-2015-12-Bottles,,Cross-Quay-Eden-Valley-Pinot-Gris-2015-12-Bottles,9,wine,1,Shiraz
2016-04-21 00:21:22.826,,,Pinot-Grigio,Pinot-Grigio,0,variety,1,Cross-Quay-Eden-Valley-Pinot-Gris-2015-12-Bottles
2016-04-21 00:21:23.459,White-Wine,,,White-Wine,1,type,1,Pinot-Grigio
2016-04-21 00:21:28.701,Mixed-Red-and-White,,,Mixed-Red-and-White,5,type,1,White-Wine
2016-04-21 00:21:57.136,Mixed-Red-and-White,,,Mixed-Red-and-White,29,type,1,Mixed-Red-and-White
2016-04-21 00:22:07.912,Mixed-Red-and-White,,,Mixed-Red-and-White,10,type,1,Mixed-Red-and-White
2016-04-21 00:22:26.243,,Riesling-Superstars-6-Bottles,,Riesling-Superstars-6-Bottles,19,wine,1,Mixed-Red-and-White
2016-04-21 00:22:27.011,,,Riesling,Riesling,1,variety,1,Riesling-Superstars-6-Bottles
2016-04-21 00:22:56.322,White-Wine,,,White-Wine,29,type,1,Riesling
2016-04-21 00:23:09.693,White-Wine,,,White-Wine,13,type,1,White-Wine
2016-04-21 00:23:21.29,White-Wine,,,White-Wine,12,type,1,White-Wine
2016-04-21 00:23:38.307,White-Wine,,,White-Wine,17,type,1,White-Wine
2016-04-21 00:23:51.465,,Mystery-94-point-Watervale-Riesling-2013-12-Bottles,,Mystery-94-point-Watervale-Riesling-2013-12-Bottles,13,wine,1,White-Wine
2016-04-21 00:23:52.479,,,Riesling,Riesling,1,variety,1,Mystery-94-point-Watervale-Riesling-2013-12-Bottles
2016-04-21 00:24:06.727,,Pinto-Soave-2014-6-Bottles,,Pinto-Soave-2014-6-Bottles,14,wine,1,Riesling
2016-04-21 00:24:07.541,,,Soave,Soave,1,variety,1,Pinto-Soave-2014-6-Bottles
2016-04-21 00:24:07.931,White-Wine,,,White-Wine,0,type,1,Soave
2016-04-21 00:24:20.769,White-Wine,,,White-Wine,13,type,1,White-Wine
2016-04-21 00:24:49.689,,GCV-Celtic-Farm-Clare-Valley-Riesling-2013-6-Bottles,,GCV-Celtic-Farm-Clare-Valley-Riesling-2013-6-Bottles,29,wine,1,White-Wine
2016-04-21 00:24:50.858,,,Riesling,Riesling,1,variety,1,GCV-Celtic-Farm-Clare-Valley-Riesling-2013-6-Bottles
2016-04-21 00:24:58.698,White-Wine,,,White-Wine,0,type,1,Riesling
2016-04-21 00:25:07.963,White-Wine,,,White-Wine,9,type,1,White-Wine
2016-04-21 00:25:12.955,White-Wine,,,White-Wine,5,type,1,White-Wine
2016-04-21 00:25:21.59,,,Riesling,Riesling,9,variety,1,White-Wine
2016-04-21 00:25:32.392,,,Riesling,Riesling,11,variety,1,Riesling
2016-04-21 00:25:44.364,White-Wine,,,White-Wine,12,type,1,Riesling
2016-04-21 00:25:58.121,Sparkling-and-Champagne,,,Sparkling-and-Champagne,14,type,1,White-Wine
2016-04-21 00:26:13.324,Sparkling-and-Champagne,,,Sparkling-and-Champagne,15,type,1,Sparkling-and-Champagne
2016-04-21 00:31:48.086,,CaBoscari-Negroamaro-Salento-IGT-2014-6-Bottles,,CaBoscari-Negroamaro-Salento-IGT-2014-6-Bottles,12,wine,1,Sparkling-and-Champagne
2016-04-21 00:31:48.626,,,Negroamaro,Negroamaro,0,variety,1,CaBoscari-Negroamaro-Salento-IGT-2014-6-Bottles
2016-04-21 00:15:39.786,,,Cabernet-Shiraz,Cabernet-Shiraz,,variety,100,
2016-04-21 00:44:42.856,Red-Wine,,,Red-Wine,,type,34,
2016-04-21 00:45:00.743,,Summer-Entertainers-Mix-12,,Summer-Entertainers-Mix-12,18,wine,34,Red-Wine
2016-04-21 00:45:01.239,,,Mixed-Case-and-Beer,Mixed-Case-and-Beer,1,variety,34,Summer-Entertainers-Mix-12
2016-04-21 00:45:01.691,Red-Wine,,,Red-Wine,0,type,34,Mixed-Case-and-Beer
2016-04-21 00:45:23.991,Red-Wine,,,Red-Wine,22,type,34,Red-Wine
2016-04-21 00:46:21.124,,Mixed-Red-Party-Case-12-Bottles,,Mixed-Red-Party-Case-12-Bottles,19,wine,34,Red-Wine
2016-04-21 00:46:21.673,,,Mixed-Red,Mixed-Red,0,variety,34,Mixed-Red-Party-Case-12-Bottles
2016-04-21 00:48:09.363,Red-Wine,,,Red-Wine,108,type,34,Mixed-Red
2016-04-21 00:49:13.425,Red-Wine,,,Red-Wine,64,type,34,Red-Wine
2016-04-21 00:49:50.811,Red-Wine,,,Red-Wine,37,type,34,Red-Wine
2016-04-21 00:51:40.374,Mixed-Red-and-White,,,Mixed-Red-and-White,110,type,34,Red-Wine
2016-04-21 00:52:03.969,,Value-Red-Mix-with-Johnnie-Walker,,Value-Red-Mix-with-Johnnie-Walker,23,wine,34,Mixed-Red-and-White
2016-04-21 00:52:05.379,,,Mix-Case-and-Spirits,Mix-Case-and-Spirits,2,variety,34,Value-Red-Mix-with-Johnnie-Walker
2016-04-21 00:52:07.437,Red-Wine,,,Red-Wine,2,type,34,Mix-Case-and-Spirits
2016-04-21 00:08:32.565,Sparkling-and-Champagne,,,Sparkling-and-Champagne,,type,23,
2016-04-21 00:09:19.984,Sparkling-and-Champagne,,Mixed-Sparkling,Sparkling-and-ChampagneMixed-Sparkling,47,type,23,Sparkling-and-Champagne
2016-04-21 00:11:10.846,Sparkling-and-Champagne,,,Sparkling-and-Champagne,33,type,23,Sparkling-and-ChampagneMixed-Sparkling
2016-04-21 00:11:20.395,Sparkling-and-Champagne,,,Sparkling-and-Champagne,10,type,23,Sparkling-and-Champagne
2016-04-21 00:00:29.151,Mixed-Red-and-White,,,Mixed-Red-and-White,,type,61,
2016-04-21 00:01:06.567,,Imported-Sparkling-Mix-12-Bottles,,Imported-Sparkling-Mix-12-Bottles,37,wine,61,Mixed-Red-and-White
2016-04-21 00:01:06.887,,,Mixed-Sparkling,Mixed-Sparkling,0,variety,61,Imported-Sparkling-Mix-12-Bottles
2016-04-21 00:01:07.209,Mixed-Red-and-White,,,Mixed-Red-and-White,1,type,61,Mixed-Sparkling
2016-04-21 00:01:41.429,Mixed-Red-and-White,,,Mixed-Red-and-White,34,type,61,Mixed-Red-and-White
2016-04-21 00:01:56.708,Mixed-Red-and-White,,,Mixed-Red-and-White,15,type,61,Mixed-Red-and-White
